id,smartphone_brand,smartphone_model,product_category,cost
81654,OnePlus,Nokia 8.3,Mobile Device,64354
81655,Huawei,Pixel 5,Electronics,108330
81656,Apple,Galaxy S21,Smartphone,71422
81657,Motorola,Mi 11,Mobile Device,98274
81658,Motorola,ZenFone 8,Electronics,111851
81659,OnePlus,iPhone 12,Electronics,18513
81660,Google,Nokia 8.3,Mobile Device,174302
81661,Sony,Pixel 5,Smartphone,32563
81662,Samsung,ZenFone 8,Smartphone,158961
81663,LG,Moto G Power,Mobile Device,152303
81664,Google,Xperia 1 II,Electronics,186537
81665,LG,Moto G Power,Mobile Device,58778
81666,Huawei,Nokia 8.3,Mobile Device,80944
81667,Apple,LG V60 ThinQ,Mobile Device,19001
81668,Google,iPhone 12,Electronics,192441
81669,LG,Moto G Power,Electronics,169940
81670,Nokia,LG V60 ThinQ,Electronics,61359
81671,Xiaomi,Galaxy S21,Electronics,123519
81672,Nokia,Nokia 8.3,Smartphone,23902
81673,Apple,OnePlus 9,Mobile Device,21785
81674,Apple,Moto G Power,Smartphone,177709
81675,Sony,Pixel 5,Smartphone,78499
81676,Xiaomi,Pixel 5,Smartphone,148917
81677,Apple,iPhone 12,Smartphone,155464
81678,Huawei,Pixel 5,Electronics,22206
81679,Huawei,iPhone 12,Smartphone,32383
81680,Samsung,iPhone 12,Smartphone,99734
81681,Xiaomi,Pixel 5,Smartphone,187863
81682,Nokia,LG V60 ThinQ,Mobile Device,40062
81683,Nokia,iPhone 12,Electronics,40587
81684,Samsung,OnePlus 9,Mobile Device,183503
81685,Huawei,iPhone 12,Electronics,90838
81686,Google,LG V60 ThinQ,Electronics,87140
81687,Motorola,Moto G Power,Smartphone,45491
81688,Nokia,Xperia 1 II,Mobile Device,147160
81689,OnePlus,Moto G Power,Smartphone,84857
81690,Google,ZenFone 8,Mobile Device,138098
81691,Motorola,LG V60 ThinQ,Electronics,95996
81692,Google,Pixel 5,Smartphone,84397
81693,Motorola,Pixel 5,Mobile Device,82834
81694,Nokia,Moto G Power,Electronics,38427
81695,Sony,ZenFone 8,Electronics,14309
81696,LG,ZenFone 8,Mobile Device,121483
81697,Apple,LG V60 ThinQ,Smartphone,98445
81698,Samsung,Galaxy S21,Smartphone,154732
81699,LG,LG V60 ThinQ,Electronics,115040
81700,Motorola,iPhone 12,Mobile Device,152676
81701,Sony,Nokia 8.3,Electronics,117896
81702,LG,Moto G Power,Mobile Device,144119
81703,LG,Xperia 1 II,Electronics,40146
81704,Nokia,Moto G Power,Mobile Device,159011
81705,LG,Nokia 8.3,Smartphone,111456
81706,Xiaomi,Mi 11,Smartphone,7031
81707,Xiaomi,Xperia 1 II,Mobile Device,15312
81708,Apple,Galaxy S21,Mobile Device,44066
81709,Huawei,Nokia 8.3,Mobile Device,195039
81710,OnePlus,OnePlus 9,Mobile Device,19654
81711,Huawei,ZenFone 8,Mobile Device,41564
81712,Sony,iPhone 12,Smartphone,11035
81713,Google,ZenFone 8,Smartphone,19227
81714,Apple,iPhone 12,Electronics,119460
81715,Motorola,Mi 11,Smartphone,63456
81716,Xiaomi,Galaxy S21,Smartphone,118478
81717,Sony,LG V60 ThinQ,Smartphone,159339
81718,Huawei,Xperia 1 II,Mobile Device,101638
81719,OnePlus,LG V60 ThinQ,Electronics,32025
81720,Motorola,Moto G Power,Smartphone,127671
81721,Motorola,ZenFone 8,Mobile Device,173965
81722,Sony,LG V60 ThinQ,Smartphone,35443
81723,Motorola,ZenFone 8,Electronics,139077
81724,OnePlus,iPhone 12,Smartphone,188418
81725,Nokia,Xperia 1 II,Mobile Device,149075
81726,Samsung,iPhone 12,Mobile Device,168197
81727,Huawei,Moto G Power,Smartphone,60976
81728,Apple,Xperia 1 II,Mobile Device,175383
81729,Nokia,Nokia 8.3,Mobile Device,172995
81730,Google,ZenFone 8,Mobile Device,89600
81731,LG,LG V60 ThinQ,Smartphone,38898
81732,OnePlus,ZenFone 8,Smartphone,30235
81733,Samsung,Moto G Power,Mobile Device,128352
81734,OnePlus,OnePlus 9,Mobile Device,151022
81735,Xiaomi,LG V60 ThinQ,Smartphone,85874
81736,Samsung,Moto G Power,Mobile Device,110116
81737,Google,LG V60 ThinQ,Smartphone,119773
81738,Motorola,ZenFone 8,Electronics,100106
81739,Samsung,iPhone 12,Electronics,56225
81740,Huawei,Nokia 8.3,Mobile Device,37360
81741,Huawei,Pixel 5,Mobile Device,169333
81742,Samsung,Nokia 8.3,Electronics,99495
81743,Nokia,Nokia 8.3,Mobile Device,115409
81744,OnePlus,Xperia 1 II,Mobile Device,28344
81745,Motorola,LG V60 ThinQ,Smartphone,140617
81746,Apple,Xperia 1 II,Smartphone,176572
81747,Samsung,iPhone 12,Mobile Device,174140
81748,Nokia,iPhone 12,Electronics,190484
81749,Huawei,iPhone 12,Electronics,53513
81750,OnePlus,Xperia 1 II,Electronics,95783
81751,Nokia,Pixel 5,Electronics,149704
81752,Samsung,LG V60 ThinQ,Smartphone,66745
81753,LG,Pixel 5,Smartphone,18807
81754,Huawei,Xperia 1 II,Mobile Device,53638
81755,Samsung,OnePlus 9,Electronics,101108
81756,Sony,Mi 11,Smartphone,20637
81757,LG,Xperia 1 II,Electronics,31598
81758,Huawei,Pixel 5,Smartphone,105771
81759,Sony,Mi 11,Electronics,134532
81760,Motorola,Nokia 8.3,Mobile Device,164775
81761,Sony,LG V60 ThinQ,Smartphone,69307
81762,Apple,Nokia 8.3,Smartphone,28665
81763,Sony,iPhone 12,Mobile Device,46384
81764,LG,iPhone 12,Electronics,55378
81765,Nokia,Moto G Power,Smartphone,188634
81766,LG,Moto G Power,Mobile Device,85682
81767,Google,Mi 11,Electronics,161114
81768,Google,Mi 11,Smartphone,82060
81769,Samsung,Mi 11,Smartphone,24354
81770,Samsung,Xperia 1 II,Mobile Device,21161
81771,Samsung,ZenFone 8,Smartphone,19213
81772,Google,Pixel 5,Smartphone,122533
81773,Samsung,OnePlus 9,Mobile Device,85309
81774,Huawei,iPhone 12,Mobile Device,65326
81775,OnePlus,Moto G Power,Mobile Device,188752
81776,Sony,Moto G Power,Electronics,51666
81777,Xiaomi,Moto G Power,Mobile Device,130979
81778,Nokia,Xperia 1 II,Electronics,113677
81779,Google,OnePlus 9,Mobile Device,166148
81780,LG,Xperia 1 II,Mobile Device,23828
81781,Xiaomi,Moto G Power,Smartphone,145970
81782,LG,Moto G Power,Electronics,42896
81783,Samsung,Nokia 8.3,Smartphone,11408
81784,Google,OnePlus 9,Smartphone,155182
81785,Apple,Galaxy S21,Electronics,113437
81786,Motorola,ZenFone 8,Electronics,73555
81787,Apple,ZenFone 8,Smartphone,115687
81788,LG,OnePlus 9,Mobile Device,108135
81789,LG,Pixel 5,Smartphone,128254
81790,LG,ZenFone 8,Smartphone,151513
81791,Google,Galaxy S21,Electronics,164595
81792,Apple,OnePlus 9,Smartphone,195041
81793,Huawei,LG V60 ThinQ,Smartphone,36062
81794,Samsung,Pixel 5,Electronics,137788
81795,Motorola,Moto G Power,Mobile Device,107872
81796,Nokia,Moto G Power,Smartphone,35777
81797,Huawei,LG V60 ThinQ,Electronics,90652
81798,OnePlus,Mi 11,Electronics,83578
81799,Sony,Galaxy S21,Smartphone,42332
81800,Google,Mi 11,Electronics,193038
81801,Google,Pixel 5,Smartphone,81715
81802,Samsung,Xperia 1 II,Mobile Device,188811
81803,Motorola,Nokia 8.3,Mobile Device,88377
81804,OnePlus,Nokia 8.3,Electronics,34235
81805,Nokia,Moto G Power,Electronics,155023
81806,Sony,ZenFone 8,Smartphone,61887
81807,Sony,Moto G Power,Smartphone,107361
81808,Huawei,Nokia 8.3,Smartphone,195564
81809,Apple,OnePlus 9,Mobile Device,120771
81810,Samsung,Moto G Power,Smartphone,33722
81811,Apple,Nokia 8.3,Smartphone,180481
81812,Samsung,iPhone 12,Electronics,123924
81813,Sony,OnePlus 9,Mobile Device,161780
81814,Sony,iPhone 12,Smartphone,168464
81815,Xiaomi,Pixel 5,Mobile Device,32127
81816,Motorola,LG V60 ThinQ,Smartphone,143531
81817,OnePlus,Pixel 5,Mobile Device,93715
81818,Xiaomi,Nokia 8.3,Electronics,65165
81819,LG,Nokia 8.3,Mobile Device,166383
81820,Nokia,OnePlus 9,Smartphone,97471
81821,Sony,iPhone 12,Electronics,100463
81822,Apple,LG V60 ThinQ,Mobile Device,78704
81823,Apple,LG V60 ThinQ,Electronics,8214
81824,Apple,ZenFone 8,Electronics,42937
81825,Apple,Nokia 8.3,Electronics,78166
81826,Samsung,iPhone 12,Mobile Device,117931
81827,Samsung,LG V60 ThinQ,Mobile Device,133861
81828,LG,iPhone 12,Electronics,104986
81829,LG,ZenFone 8,Mobile Device,26029
81830,Nokia,Nokia 8.3,Electronics,107044
81831,Xiaomi,Mi 11,Smartphone,11617
81832,Sony,Nokia 8.3,Mobile Device,150736
81833,Apple,iPhone 12,Electronics,141973
81834,OnePlus,Nokia 8.3,Smartphone,47227
81835,Samsung,Moto G Power,Smartphone,141453
81836,Motorola,iPhone 12,Smartphone,169090
81837,LG,OnePlus 9,Electronics,154275
81838,Xiaomi,Moto G Power,Mobile Device,91590
81839,LG,Moto G Power,Mobile Device,27821
81840,Apple,Nokia 8.3,Electronics,147720
81841,OnePlus,Nokia 8.3,Electronics,152325
81842,Huawei,Mi 11,Mobile Device,76255
81843,Xiaomi,Mi 11,Electronics,156789
81844,Samsung,OnePlus 9,Smartphone,140217
81845,Huawei,Mi 11,Electronics,191489
81846,Apple,Mi 11,Mobile Device,129174
81847,Huawei,iPhone 12,Electronics,84178
81848,Apple,LG V60 ThinQ,Smartphone,85773
81849,LG,OnePlus 9,Mobile Device,120577
81850,LG,Moto G Power,Smartphone,40985
81851,Nokia,Mi 11,Electronics,152004
81852,Huawei,Nokia 8.3,Smartphone,65985
81853,Motorola,Galaxy S21,Smartphone,48073
81854,Google,Moto G Power,Mobile Device,120921
81855,Motorola,OnePlus 9,Electronics,105835
81856,Samsung,iPhone 12,Mobile Device,185743
81857,Xiaomi,Pixel 5,Smartphone,137902
81858,Xiaomi,iPhone 12,Smartphone,165153
81859,Google,iPhone 12,Smartphone,122119
81860,Xiaomi,Pixel 5,Electronics,144078
81861,LG,OnePlus 9,Smartphone,50733
81862,Nokia,iPhone 12,Mobile Device,199449
81863,Samsung,Pixel 5,Electronics,70384
81864,Apple,Moto G Power,Mobile Device,11480
81865,Apple,Moto G Power,Electronics,163291
81866,OnePlus,Nokia 8.3,Smartphone,186329
81867,Apple,Nokia 8.3,Mobile Device,86104
81868,Apple,iPhone 12,Mobile Device,44634
81869,Nokia,Nokia 8.3,Mobile Device,191686
81870,Motorola,Galaxy S21,Electronics,104316
81871,Xiaomi,Xperia 1 II,Mobile Device,150462
81872,LG,Moto G Power,Mobile Device,141577
81873,OnePlus,Mi 11,Mobile Device,37402
81874,Sony,iPhone 12,Mobile Device,49773
81875,Samsung,Nokia 8.3,Electronics,178771
81876,LG,Mi 11,Smartphone,32396
81877,Huawei,ZenFone 8,Electronics,198382
81878,Nokia,Galaxy S21,Mobile Device,91006
81879,OnePlus,Mi 11,Mobile Device,14832
81880,Xiaomi,Moto G Power,Smartphone,145584
81881,OnePlus,OnePlus 9,Electronics,133066
81882,OnePlus,Pixel 5,Smartphone,49567
81883,Motorola,Xperia 1 II,Smartphone,71953
81884,LG,Moto G Power,Smartphone,186371
81885,Sony,OnePlus 9,Smartphone,22220
81886,LG,iPhone 12,Electronics,9647
81887,LG,Galaxy S21,Mobile Device,178720
81888,Motorola,Mi 11,Mobile Device,126197
81889,Apple,iPhone 12,Smartphone,147307
81890,OnePlus,Mi 11,Electronics,42962
81891,LG,LG V60 ThinQ,Electronics,80292
81892,OnePlus,LG V60 ThinQ,Electronics,140648
81893,Huawei,Xperia 1 II,Mobile Device,44221
81894,Motorola,Nokia 8.3,Electronics,71510
81895,Sony,Nokia 8.3,Electronics,25038
81896,Nokia,Galaxy S21,Electronics,97760
81897,Xiaomi,Pixel 5,Electronics,77995
81898,Samsung,Galaxy S21,Smartphone,81506
81899,Xiaomi,ZenFone 8,Electronics,125386
81900,Motorola,LG V60 ThinQ,Electronics,152337
81901,Apple,Moto G Power,Smartphone,121526
81902,Samsung,Mi 11,Smartphone,32489
81903,Google,Moto G Power,Mobile Device,124909
81904,Google,Moto G Power,Electronics,141963
81905,Samsung,LG V60 ThinQ,Smartphone,59332
81906,Samsung,OnePlus 9,Electronics,199055
81907,Xiaomi,Nokia 8.3,Mobile Device,170793
81908,Sony,Mi 11,Electronics,78937
81909,OnePlus,Mi 11,Mobile Device,29615
81910,Motorola,OnePlus 9,Electronics,95141
81911,Xiaomi,Moto G Power,Mobile Device,97896
81912,Apple,Xperia 1 II,Mobile Device,31220
81913,Huawei,Pixel 5,Smartphone,23460
81914,Samsung,Galaxy S21,Electronics,173583
81915,Nokia,ZenFone 8,Electronics,72295
81916,LG,Galaxy S21,Mobile Device,67323
81917,Google,Moto G Power,Smartphone,83064
81918,Samsung,ZenFone 8,Smartphone,8241
81919,Sony,LG V60 ThinQ,Smartphone,53165
81920,Samsung,OnePlus 9,Smartphone,176763
81921,Nokia,Galaxy S21,Smartphone,77954
81922,Apple,Mi 11,Smartphone,125985
81923,Samsung,Nokia 8.3,Mobile Device,175545
81924,OnePlus,Galaxy S21,Smartphone,39001
81925,Sony,Xperia 1 II,Electronics,10049
81926,Apple,Xperia 1 II,Mobile Device,15997
81927,Apple,Nokia 8.3,Electronics,140675
81928,Huawei,ZenFone 8,Mobile Device,178344
81929,Huawei,Galaxy S21,Mobile Device,176643
81930,Nokia,Nokia 8.3,Smartphone,82481
81931,Xiaomi,OnePlus 9,Smartphone,134549
81932,Apple,Nokia 8.3,Mobile Device,157322
81933,Sony,Nokia 8.3,Mobile Device,115111
81934,Xiaomi,OnePlus 9,Electronics,65283
81935,Motorola,Nokia 8.3,Electronics,116049
81936,Apple,LG V60 ThinQ,Electronics,93967
81937,Nokia,LG V60 ThinQ,Electronics,172823
81938,LG,ZenFone 8,Mobile Device,108566
81939,LG,Xperia 1 II,Smartphone,119209
81940,LG,Moto G Power,Electronics,63914
81941,Huawei,Moto G Power,Electronics,142141
81942,LG,OnePlus 9,Smartphone,172627
81943,Sony,LG V60 ThinQ,Mobile Device,137986
81944,LG,iPhone 12,Electronics,169773
81945,OnePlus,LG V60 ThinQ,Mobile Device,33235
81946,LG,OnePlus 9,Smartphone,56308
81947,Huawei,OnePlus 9,Smartphone,148885
81948,LG,iPhone 12,Mobile Device,107027
81949,Samsung,Pixel 5,Mobile Device,163916
81950,OnePlus,iPhone 12,Mobile Device,94530
81951,Samsung,Mi 11,Electronics,9877
81952,Samsung,ZenFone 8,Mobile Device,9808
81953,Google,Xperia 1 II,Electronics,160831
81954,Google,Pixel 5,Electronics,38349
81955,Samsung,Moto G Power,Electronics,149421
81956,Google,Pixel 5,Electronics,25007
81957,Xiaomi,LG V60 ThinQ,Mobile Device,131756
81958,Motorola,Galaxy S21,Mobile Device,108124
81959,Apple,Xperia 1 II,Electronics,87622
81960,Google,iPhone 12,Smartphone,36318
81961,Apple,Xperia 1 II,Smartphone,188011
81962,LG,Moto G Power,Mobile Device,86698
81963,Apple,Galaxy S21,Electronics,22458
81964,Huawei,Pixel 5,Smartphone,153377
81965,Huawei,Nokia 8.3,Mobile Device,104383
81966,OnePlus,Xperia 1 II,Electronics,78377
81967,LG,Xperia 1 II,Electronics,49444
81968,LG,ZenFone 8,Mobile Device,143873
81969,Nokia,LG V60 ThinQ,Mobile Device,155101
81970,Nokia,ZenFone 8,Electronics,87487
81971,Samsung,iPhone 12,Electronics,135374
81972,Google,Nokia 8.3,Smartphone,59646
81973,Apple,iPhone 12,Electronics,25392
81974,OnePlus,ZenFone 8,Smartphone,181132
81975,Google,LG V60 ThinQ,Electronics,140783
81976,Sony,Galaxy S21,Mobile Device,55648
81977,Xiaomi,Mi 11,Smartphone,39107
81978,Motorola,LG V60 ThinQ,Mobile Device,27279
81979,Samsung,ZenFone 8,Mobile Device,193506
81980,Huawei,Galaxy S21,Electronics,156039
81981,Samsung,Pixel 5,Smartphone,193895
81982,Samsung,Pixel 5,Electronics,120388
81983,Apple,iPhone 12,Electronics,115542
81984,Sony,Mi 11,Electronics,69302
81985,Samsung,Xperia 1 II,Smartphone,172890
81986,Nokia,Nokia 8.3,Mobile Device,153115
81987,Sony,LG V60 ThinQ,Mobile Device,92135
81988,Sony,OnePlus 9,Smartphone,48139
81989,LG,Moto G Power,Mobile Device,10047
81990,Samsung,Galaxy S21,Electronics,99616
81991,Sony,Xperia 1 II,Smartphone,83086
81992,Apple,iPhone 12,Smartphone,101553
81993,LG,ZenFone 8,Electronics,147706
81994,LG,Xperia 1 II,Mobile Device,175281
81995,Sony,ZenFone 8,Electronics,124848
81996,Samsung,ZenFone 8,Mobile Device,153866
81997,Google,Galaxy S21,Smartphone,70242
81998,Sony,Moto G Power,Mobile Device,48268
81999,Huawei,ZenFone 8,Electronics,56376
82000,OnePlus,Mi 11,Smartphone,18547
82001,OnePlus,Mi 11,Smartphone,147890
82002,Huawei,OnePlus 9,Electronics,16305
82003,Google,LG V60 ThinQ,Electronics,68118
82004,Apple,LG V60 ThinQ,Mobile Device,192843
82005,Samsung,Xperia 1 II,Smartphone,120307
82006,Samsung,OnePlus 9,Mobile Device,99087
82007,Google,OnePlus 9,Smartphone,144965
82008,Nokia,Pixel 5,Mobile Device,36542
82009,Samsung,Nokia 8.3,Mobile Device,179273
82010,Apple,Pixel 5,Smartphone,53696
82011,Samsung,iPhone 12,Mobile Device,191586
82012,Apple,iPhone 12,Smartphone,162841
82013,Sony,Mi 11,Mobile Device,112166
82014,Motorola,Pixel 5,Mobile Device,75767
82015,Motorola,ZenFone 8,Mobile Device,134703
82016,Huawei,Nokia 8.3,Mobile Device,110690
82017,Google,Moto G Power,Mobile Device,157814
82018,Google,iPhone 12,Smartphone,12583
82019,Sony,Galaxy S21,Smartphone,145559
82020,Motorola,Galaxy S21,Smartphone,13610
82021,Xiaomi,OnePlus 9,Mobile Device,125158
82022,Samsung,OnePlus 9,Electronics,43134
82023,Samsung,Xperia 1 II,Smartphone,81573
82024,OnePlus,Xperia 1 II,Mobile Device,35286
82025,LG,Moto G Power,Smartphone,142431
82026,Nokia,Moto G Power,Smartphone,89300
82027,Huawei,LG V60 ThinQ,Electronics,101223
82028,Nokia,Mi 11,Mobile Device,154723
82029,Apple,Pixel 5,Smartphone,10211
82030,Google,Xperia 1 II,Electronics,142217
82031,Apple,ZenFone 8,Electronics,56404
82032,LG,Xperia 1 II,Electronics,50115
82033,Sony,Nokia 8.3,Mobile Device,155047
82034,Xiaomi,Nokia 8.3,Smartphone,170239
82035,Apple,Mi 11,Smartphone,77676
82036,Motorola,LG V60 ThinQ,Smartphone,152679
82037,Huawei,Moto G Power,Electronics,77867
82038,Apple,ZenFone 8,Smartphone,52912
82039,LG,Mi 11,Electronics,194502
82040,Xiaomi,Pixel 5,Smartphone,118035
82041,Samsung,Pixel 5,Smartphone,194819
82042,Sony,ZenFone 8,Electronics,18672
82043,Samsung,Nokia 8.3,Smartphone,109210
82044,OnePlus,ZenFone 8,Smartphone,151225
82045,Google,Xperia 1 II,Smartphone,28935
82046,Sony,Mi 11,Mobile Device,136924
82047,Huawei,OnePlus 9,Mobile Device,141395
82048,Xiaomi,Pixel 5,Smartphone,149920
82049,Google,Xperia 1 II,Mobile Device,13263
82050,Motorola,OnePlus 9,Smartphone,130625
82051,Xiaomi,Galaxy S21,Electronics,71896
82052,OnePlus,Nokia 8.3,Smartphone,191420
82053,Google,Galaxy S21,Mobile Device,164578
82054,Xiaomi,Pixel 5,Mobile Device,75296
82055,Huawei,Galaxy S21,Smartphone,150382
82056,Apple,Mi 11,Smartphone,46845
82057,Sony,Pixel 5,Smartphone,159412
82058,LG,OnePlus 9,Smartphone,124154
82059,Sony,Mi 11,Mobile Device,146471
82060,Sony,ZenFone 8,Smartphone,130410
82061,Motorola,Nokia 8.3,Mobile Device,197987
82062,Xiaomi,Nokia 8.3,Mobile Device,49831
82063,Huawei,Nokia 8.3,Mobile Device,27820
82064,OnePlus,iPhone 12,Smartphone,191909
82065,Motorola,OnePlus 9,Mobile Device,166478
82066,OnePlus,Nokia 8.3,Electronics,159451
82067,Sony,Pixel 5,Smartphone,25975
82068,Motorola,Nokia 8.3,Electronics,161391
82069,Nokia,ZenFone 8,Mobile Device,17488
82070,OnePlus,LG V60 ThinQ,Mobile Device,187463
82071,Sony,OnePlus 9,Electronics,104769
82072,Huawei,Nokia 8.3,Electronics,12512
82073,Xiaomi,Galaxy S21,Smartphone,83952
82074,Sony,Mi 11,Mobile Device,136643
82075,Google,Galaxy S21,Electronics,129642
82076,Google,Pixel 5,Mobile Device,73130
82077,Google,Moto G Power,Mobile Device,79119
82078,Apple,Galaxy S21,Mobile Device,24917
82079,Samsung,ZenFone 8,Mobile Device,110128
82080,Nokia,Mi 11,Electronics,77050
82081,Xiaomi,Galaxy S21,Smartphone,181937
82082,Motorola,ZenFone 8,Electronics,26307
82083,OnePlus,Galaxy S21,Smartphone,154573
82084,Huawei,Xperia 1 II,Mobile Device,94057
82085,Samsung,Galaxy S21,Smartphone,76701
82086,OnePlus,OnePlus 9,Smartphone,108576
82087,LG,Mi 11,Smartphone,89683
82088,Xiaomi,Galaxy S21,Smartphone,155329
82089,Apple,iPhone 12,Mobile Device,95210
82090,LG,ZenFone 8,Smartphone,104625
82091,Sony,Galaxy S21,Mobile Device,72965
82092,Xiaomi,OnePlus 9,Mobile Device,188735
82093,Google,OnePlus 9,Electronics,63383
82094,LG,Moto G Power,Mobile Device,173081
82095,Nokia,OnePlus 9,Electronics,29381
82096,Xiaomi,Mi 11,Mobile Device,175100
82097,Motorola,Mi 11,Electronics,55500
82098,Xiaomi,Xperia 1 II,Mobile Device,85981
82099,OnePlus,LG V60 ThinQ,Electronics,35349
82100,OnePlus,Nokia 8.3,Smartphone,120012
82101,LG,Pixel 5,Electronics,96111
82102,Apple,LG V60 ThinQ,Smartphone,6615
82103,Nokia,Pixel 5,Smartphone,15055
82104,Nokia,Galaxy S21,Electronics,9411
82105,Nokia,iPhone 12,Mobile Device,25155
82106,Motorola,OnePlus 9,Mobile Device,67934
82107,Google,ZenFone 8,Mobile Device,186372
82108,Xiaomi,Moto G Power,Mobile Device,162029
82109,Motorola,Xperia 1 II,Electronics,169470
82110,Motorola,Pixel 5,Electronics,106804
82111,Samsung,Nokia 8.3,Smartphone,8905
82112,Huawei,Mi 11,Electronics,27677
82113,Apple,Pixel 5,Smartphone,182270
82114,Google,OnePlus 9,Electronics,71854
82115,Google,Galaxy S21,Mobile Device,141996
82116,Motorola,Moto G Power,Electronics,131468
82117,Apple,OnePlus 9,Smartphone,15682
82118,LG,Galaxy S21,Smartphone,147872
82119,LG,LG V60 ThinQ,Mobile Device,156120
82120,Samsung,Nokia 8.3,Smartphone,134035
82121,Sony,Xperia 1 II,Electronics,112782
82122,Motorola,Moto G Power,Smartphone,191078
82123,OnePlus,Nokia 8.3,Smartphone,138012
82124,Xiaomi,OnePlus 9,Electronics,173807
82125,Google,Moto G Power,Smartphone,78217
82126,Huawei,Moto G Power,Smartphone,103291
82127,LG,Pixel 5,Smartphone,114264
82128,Motorola,Galaxy S21,Smartphone,118168
82129,Xiaomi,Galaxy S21,Smartphone,17339
82130,Huawei,OnePlus 9,Mobile Device,128797
82131,Google,Pixel 5,Electronics,93408
82132,Google,iPhone 12,Smartphone,174505
82133,Motorola,Galaxy S21,Mobile Device,47978
82134,OnePlus,Galaxy S21,Electronics,166209
82135,Nokia,ZenFone 8,Smartphone,7120
82136,Xiaomi,Mi 11,Electronics,94343
82137,Xiaomi,Moto G Power,Electronics,160377
82138,Nokia,ZenFone 8,Electronics,114493
82139,Nokia,Pixel 5,Smartphone,83775
82140,Sony,Nokia 8.3,Mobile Device,163108
82141,Apple,OnePlus 9,Mobile Device,155727
82142,Motorola,Xperia 1 II,Smartphone,152160
82143,Xiaomi,iPhone 12,Smartphone,107452
82144,Google,ZenFone 8,Mobile Device,122491
82145,LG,OnePlus 9,Electronics,158191
82146,Samsung,Moto G Power,Mobile Device,91112
82147,OnePlus,Xperia 1 II,Mobile Device,17187
82148,Nokia,Mi 11,Smartphone,51627
82149,Sony,Xperia 1 II,Mobile Device,146394
82150,Samsung,Moto G Power,Smartphone,47280
82151,Sony,Nokia 8.3,Smartphone,26838
82152,Samsung,Xperia 1 II,Smartphone,83473
82153,Nokia,LG V60 ThinQ,Mobile Device,51116
82154,LG,Moto G Power,Mobile Device,157724
82155,LG,Nokia 8.3,Smartphone,66430
82156,LG,OnePlus 9,Smartphone,39132
82157,Nokia,Galaxy S21,Mobile Device,11225
82158,Google,OnePlus 9,Electronics,73166
82159,OnePlus,ZenFone 8,Smartphone,103329
82160,Samsung,iPhone 12,Mobile Device,188308
82161,Apple,Xperia 1 II,Electronics,198804
82162,Nokia,Moto G Power,Mobile Device,65400
82163,LG,OnePlus 9,Electronics,19330
82164,LG,LG V60 ThinQ,Electronics,114029
